"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 08 02:02:31 UTC 2024","Mon Jul 08 02:03:22 UTC 2024","50569","tests.integration.ha_tests","test_self_healing","","","","test_restart_db_process[/snap/charmed-postgresql/[0-9]*/usr/bin/patroni]",""
"passed","Mon Jul 08 02:13:42 UTC 2024","Mon Jul 08 02:14:19 UTC 2024","37756","tests.integration","test_password_rotation","","","","test_empty_password","Test that the password can't be set to an empty string."
"passed","Mon Jul 08 01:57:27 UTC 2024","Mon Jul 08 01:57:29 UTC 2024","2096","tests.integration","test_charm","","","","test_settings_are_correct[2]",""
"passed","Mon Jul 08 01:48:10 UTC 2024","Mon Jul 08 01:57:21 UTC 2024","550489","tests.integration","test_charm","","","","test_deploy","Deploy the charm-under-test.

    Assert on the unit status before any relations/configurations take place.
    "
"skipped","Mon Jul 08 01:39:17 UTC 2024","Mon Jul 08 01:39:17 UTC 2024","0","tests.integration.ha_tests","test_upgrade_from_stable","","","","test_pre_upgrade_check","Test that the pre-upgrade-check action runs successfully."
"passed","Mon Jul 08 02:13:28 UTC 2024","Mon Jul 08 02:13:31 UTC 2024","3111","tests.integration.ha_tests","test_async_replication","","","","test_data_integrator_creds_keep_on_working",""
"passed","Mon Jul 08 02:03:38 UTC 2024","Mon Jul 08 02:04:27 UTC 2024","49058","tests.integration.ha_tests","test_self_healing","","","","test_full_cluster_restart[SIGTERM-postgres]","This tests checks that a cluster recovers from a full cluster restart.

    The test can be called a full cluster crash when the signal sent to the OS process
    is SIGKILL.
    "
"passed","Mon Jul 08 01:43:02 UTC 2024","Mon Jul 08 01:49:20 UTC 2024","378315","tests.integration.relations","test_relations","","","","test_deploy_charms","Deploy both charms (application and database) to use in the tests."
"passed","Mon Jul 08 01:55:39 UTC 2024","Mon Jul 08 01:56:15 UTC 2024","36217","tests.integration.ha_tests","test_self_healing","","","","test_kill_db_process[postgres]",""
"passed","Mon Jul 08 01:48:18 UTC 2024","Mon Jul 08 01:52:10 UTC 2024","232076","tests.integration","test_config","","","","test_config_parameters","Build and deploy one unit of PostgreSQL and then test config with wrong parameters."
